id,title,budget_clean,revenue_clean,roi
17202,Why Did I Get Married?,15000000,55184721,3.6789814
30128,I Hope They Serve Beer in Hell,7000000,1429299,0.204185571
16094,House Party,2500000,26386000,10.5544
9844,The Opposite of Sex,5000000,5879254,1.1758508
290,Barton Fink,9000000,6153939,0.683771
46829,Barney's Version,30000000,8454301,0.281810033
13973,Choke,3000000,3830137,1.276712333
325346,The Hollars,3800000,1016985,0.267627632
2639,Deconstructing Harry,20000000,10686841,0.53434205
9452,Bulworth,30000000,29202884,0.973429467
31723,Women in Trouble,3000000,18097,0.006032333
10149,Smoke,7000000,8349430,1.192775714
9586,The Bonfire of the Vanities,47000000,15691192,0.333855149
9291,The Longest Yard,82000000,190320568,2.320982537
39800,Life During Wartime,4500000,744816,0.165514667
9382,Boys on the Side,21000000,23450000,1.116666667
121173,Voracious,11178,34659,3.100644122
29150,Big Fan,250000,232732,0.930928
300667,3 Generations,5000000,443962,0.0887924
62757,Savages,800000,1328612,1.660765
244539,Infinitely Polar Bear,6700000,1430655,0.213530597
10317,Our Brand Is Crisis,28000000,7002261,0.25008075
26520,Bob & Carol & Ted & Alice,2000000,30000000,15
47880,Mrs Palfrey at The Claremont,750000,1720953,2.294604
40820,Punchline,15000000,21032267,1.402151133
14256,Winter Passing,3500000,113783,0.032509429
10611,Barbershop,12000000,75781642,6.315136833
47907,The Spitfire Grill,6000000,12643776,2.107296
59968,Our Idiot Brother,10000000,17273593,1.7273593
177,The Fisher King,24000000,41895491,1.745645458
2108,The Breakfast Club,1000000,51525171,51.525171
51017,Madea's Big Happy Family,25000000,53213633,2.12854532
78406,Steal Big Steal Little,25000000,6278139,0.25112556
11562,Crimes and Misdemeanors,19000000,18254702,0.960773789
10385,Hanging Up,40000000,36037909,0.900947725
67772,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",850000,840000,0.988235294
44564,The Dilemma,70000000,67112664,0.958752343
25269,Article 99,18000000,6375979,0.354221056
9571,Dazed and Confused,6900000,7993039,1.158411449
20829,Funny People,75000000,61458982,0.819453093
10377,My Cousin Vinny,11000000,64088552,5.826232
44009,Another Year,8000000,18124262,2.26553275
22414,Postcards from the Edge,22000000,39071603,1.775981955
152737,August: Osage County,25000000,74188937,2.96755748
15723,The Big Kahuna,7000000,3728888,0.532698286
9903,The Hoax,25000000,11772461,0.47089844
9403,Private Parts,28000000,41230799,1.472528536
65057,The Descendants,20000000,177243185,8.86215925
50318,Go Go Tales,4000000,907456,0.226864
54242,Mickey,250000,8000000,32
838,American Graffiti,777000,140000000,180.1801802
10312,Patch Adams,50000000,202292902,4.04585804
36685,The Rocky Horror Picture Show,1200000,112892319,94.0769325
12158,Vampire in Brooklyn,14000000,19800000,1.414285714
18498,Ghoulies,1000000,35000000,35
928,Gremlins 2: The New Batch,50000000,41482207,0.82964414
11974,The 'Burbs,18000000,36602000,2.033444444
10127,Critters 2,4500000,3813293,0.847398444
18462,Night of the Comet,3000000,14418922,4.806307333
246403,Tusk,2800000,1826705,0.652394643
19908,Zombieland,23600000,102391382,4.338617881
11217,Club Dread,8500000,5001655,0.58843
50719,"Silent Night, Deadly Night II",250000,154323,0.617292
11347,The Lair of the White Worm,2500000,1189315,0.475726
24929,Return of the Living Dead Part II,6200000,9205924,1.484826452
10925,The Return of the Living Dead,4000000,14237000,3.55925
1961,My Name Is Bruce,1500000,173066,0.115377333
7091,Vampire's Kiss,2000000,725131,0.3625655
18009,Leprechaun 2,2000000,2260622,1.130311
273477,Scouts Guide to the Zombie Apocalypse,15000000,14860766,0.990717733
43593,Piranha 3D,24000000,83188165,3.466173542
34223,Vamp,1900000,4790926,2.52154
139038,A Haunted House,2500000,60141683,24.0566732
46838,Tucker and Dale vs Evil,5000000,5476793,1.0953586
45132,Super,2500000,324138,0.1296552
29473,Let's Do It Again,70000,11800000,168.5714286
107985,The World's End,20000000,46089287,2.30446435
261392,American Ultra,28000000,27139524,0.969268714
10843,After Hours,4500000,10609321,2.357626889
10694,The Chase,26000000,8009329,0.308051115
9414,The Man Who Knew Too Little,20000000,13801755,0.69008775
8012,Get Shorty,30250000,115101622,3.805012298
47898,The Gun in Betty Lou's Handbag,13000000,3721911,0.286300846
50204,Burke & Hare,10000000,4349187,0.4349187
11558,Silver Streak,6500000,51079064,7.858317538
184,Jackie Brown,12000000,39673162,3.306096833
2321,Married to the Mob,10000000,21486757,2.1486757
4912,Confessions of a Dangerous Mind,30000000,33013805,1.100460167
4912,Confessions of a Dangerous Mind,30000000,33013805,1.100460167
12834,Leaves of Grass,9000000,985117,0.109457444
15676,Nobel Son,4000000,333912,0.083478
9910,Two for the Money,35000000,30526509,0.872185971
338964,Bad Santa 2,26000000,17782178,0.683929923
47502,Faithful,13000000,9789900,0.753069231
92591,Bernie,5000000,9206470,1.841294
9277,The Sting,5500000,159616327,29.02115036
20637,Panic,1000000,779137,0.779137
11592,Serial Mom,13000000,7820688,0.601591385
8141,You Kill Me,4000000,2426851,0.60671275
483,Wild at Heart,9500000,14560247,1.532657579
10029,Very Bad Things,30000000,9898412,0.329947067
5854,Family Plot,2000000,7900000,3.95
20794,Novocaine,6000000,2025238,0.337539667
13820,Repo Man,1500000,2300000,1.533333333
18176,Assassination of a High School President,11500000,69564,0.006049043
16148,Zero Effect,5000000,1980338,0.3960676
39939,Super Troopers,3000000,18492362,6.164120667
25166,Drowning Mona,16000000,15427192,0.9641995
9749,Fletch,8000000,59612888,7.451611
19065,Pure Luck,17010000,24941969,1.466312111
14628,Fletch Lives,8045760,35150960,4.368880006
3529,The Thin Man,226408,1423000,6.2851136
12634,The Big Bounce,50000000,6808550,0.136171
1542,Office Space,10000000,12827813,1.2827813
109431,Identity Thief,35000000,173965010,4.970428857
11565,Big Momma's House 2,40000000,138259062,3.45647655
51540,Horrible Bosses,35000000,117000000,3.342857143
100,"Lock, Stock and Two Smoking Barrels",1350000,3897569,2.887088148
37136,The Naked Gun: From the Files of Police Squad!,12000000,78756177,6.56301475
36593,The Naked Gun 33⅓: The Final Insult,30000000,51132598,1.704419933
24066,"Happy, Texas",1700000,1943649,1.143322941
138832,We're the Millers,37000000,269994119,7.297138351
6522,Life,80000000,73345029,0.916812863
9535,Analyze This,80000000,176885658,2.211070725
37137,The Naked Gun 2½: The Smell of Fear,23000000,86930411,3.779583087
57214,Project X,12000000,100000000,8.333333333
9072,Little Man,64000000,101595121,1.587423766
9336,Police Academy,4500000,146198896,32.48864356
9932,Analyze That,60000000,55003135,0.916718917
209189,Life of Crime,12000000,265452,0.022121
378,Raising Arizona,6000000,29180280,4.86338
31659,Wise Guys,13000000,8475466,0.651958923
11260,Meet Dave,60000000,50650079,0.844167983
381890,The Mermaid,60720000,553810228,9.120721805
10690,Space Truckers,25000000,1614266,0.06457064
4723,Southland Tales,17000000,374743,0.022043706
76516,Meet the Applegates,5000000,485772,0.0971544
12120,My Stepmother is an Alien,20000000,13854000,0.6927
957,Spaceballs,22700000,38119483,1.679272379
2277,Bicentennial Man,100000000,93700000,0.937
33155,Galaxina,5500000,4865000,0.884545455
11219,The Trouble with Harry,1200000,7000000,5.833333333
512,Scoop,4000000,31584901,7.89622525
10440,Manhattan Murder Mystery,13500000,11285588,0.835969481
3049,Ace Ventura: Pet Detective,15000000,107217396,7.1478264
30168,It Came from Hollywood,5000000,2091037,0.4182074
13484,The Foot Fist Way,79000,245000,3.101265823
2171,Wet Hot American Summer,5000000,295206,0.0590412
13991,College,7000000,6230276,0.890039429
72207,The Five-Year Engagement,30000000,53909751,1.7969917
80035,The Watch,68000000,68267862,1.003939147
6439,Racing Stripes,30000000,93772522,3.125750733
291870,Dirty Grandpa,11500000,94073028,8.180263304
227159,Horrible Bosses 2,42000000,107670357,2.563579929
8469,Animal House,2700000,141000000,52.22222222
209185,The Grand Seduction,12700000,3430018,0.270080157
73937,The Big Year,41000000,7448385,0.181667927
239573,Unfinished Business,35000000,14431253,0.412321514
20337,Martin Lawrence Live: Runteldat,3000000,19184015,6.394671667
14926,Uptown Girls,20000000,37095657,1.85478285
329833,Zoolander 2,50000000,55969000,1.11938
9398,Zoolander,28000000,60780981,2.170749321
214756,Ted 2,68000000,217022588,3.191508647
4256,Scary Movie 3,48000000,220673217,4.597358688
301748,The Opposite Sex,3300000,45000,0.013636364
38794,Tosun Pasha,64200,698200,10.87538941
47878,Lookin' to Get Out,17000000,946461,0.055674176
16888,The Ladies Man,24000000,13700000,0.570833333
9429,A Night at the Roxbury,17000000,30331165,1.784186176
10073,Date Movie,20000000,48548426,2.4274213
296099,Vacation,31000000,104384188,3.367231871
9641,Cheaper by the Dozen 2,60000000,129181830,2.1530305
25704,Post Grad,15000000,6405245,0.427016333
316023,Mike and Dave Need Wedding Dates,33000000,77068246,2.335401394
32823,Get Him to the Greek,40000000,90029656,2.2507414
10021,The Secret of My Success,12000000,110996879,9.249739917
10327,"Legally Blonde 2: Red, White & Blonde",45000000,124914842,2.775885378
9506,Anger Management,75000000,195745823,2.609944307
43595,She Done Him Wrong,200000,2200000,11
225886,Sex Tape,40000000,126069509,3.151737725
95610,Bridget Jones's Baby,35000000,211952420,6.055783429
252680,Moms' Night Out,5000000,10429707,2.0859414
9687,Keeping Mum,169000,18564702,109.8503077
16551,Rhinestone,28000000,21435321,0.765547179
71552,American Reunion,50000000,234989584,4.69979168
91070,L!fe Happens,930000,30905,0.033231183
25330,Dutch,17000000,4603929,0.270819353
9293,John Tucker Must Die,18000000,41009669,2.278314944
8976,A Lot Like Love,30000000,42886719,1.4295573
252838,The Wedding Ringer,23000000,79799880,3.46956
384682,Office Christmas Party,45000000,114501299,2.544473311
10246,Porky's,4000000,125728258,31.4320645
37536,Ringmaster,3500000,9247881,2.642251714
2294,Jay and Silent Bob Strike Back,22000000,33788161,1.5358255
57119,Jumping the Broom,6600000,37710610,5.713728788
8193,Napoleon Dynamite,400000,46118097,115.2952425
257091,Get Hard,40000000,111811453,2.795286325
8467,Dumb and Dumber,16000000,247275374,15.45471088
13702,A Dirty Shame,15000000,1914166,0.127611067
21879,The Hollywood Knights,2500000,10000000,4
10663,The Waterboy,23000000,185991646,8.086593304
114564,Shikshanachya Aaicha Gho,380000,520000,1.368421053
15603,Fat Pizza,400000,7888102,19.720255
188222,Entourage,30000000,49263404,1.642113467
10471,Next Friday,11000000,59827328,5.438848
38745,Gulliver's Travels,112000000,237382724,2.119488607
18785,The Hangover,35000000,459270619,13.12201769
12569,Extract,8000000,10848783,1.356097875
8386,How High,12000000,31155435,2.59628625
9958,Trailer Park Boys: The Movie,5000000,3833507,0.7667014
12762,Broadway Danny Rose,8000000,10600497,1.325062125
16614,Adventureland,9500000,17164377,1.806776526
124459,The Incredible Burt Wonderstone,30000000,27437881,0.914596033
10371,For Richer or Poorer,35000000,31611225,0.903177857
9788,Accepted,23000000,38505009,1.674130826
64807,Grudge Match,40000000,44907260,1.1226815
8835,Legally Blonde,18000000,141774679,7.876371056
82687,The Guilt Trip,40000000,41863726,1.04659315
16363,The Best Little Whorehouse in Texas,35000000,69701637,1.991475343
23919,Porky's 3: Revenge,9000000,20518905,2.279878333
13971,Wild Child,20000000,21972336,1.0986168
11064,Brewster's Millions,20000000,45833132,2.2916566
2018,The Wedding Planner,35000000,94728529,2.7065294
80379,Louis C.K.: Live at the Beacon Theater,250000,1000000,4
82679,Fun Size,14000000,11417362,0.815525857
8780,Baby Mama,30000000,63833449,2.127781633
2959,License to Wed,35000000,69307224,1.9802064
2292,Clerks,27000,3151130,116.7085185
10758,Waitress,2000000,22179430,11.089715
109418,Grown Ups 2,80000000,246984278,3.087303475
10520,Itty Bitty Titty Committee,1000000,18479,0.018479
27323,Joysticks,300000,3952448,13.17482667
15647,Kissing Jessica Stein,1000000,10013424,10.013424
11543,Kingpin,27000000,25023434,0.926793852
38319,Your Highness,49900000,26121638,0.523479719
11977,Caddyshack,6000000,39846344,6.641057333
10276,What About Bob?,35000000,63710000,1.820285714
2925,The First Wives Club,26000000,116400000,4.476923077
4257,Scary Movie 4,45000000,178262620,3.961391556
12153,White Chicks,37000000,113086475,3.056391216
34563,Our Family Wedding,14000000,21409028,1.529216286
11307,The World According to Garp,17000000,29712172,1.747774824
9757,Norbit,60000000,95673607,1.594560117
8363,Superbad,20000000,121463226,6.0731613
47088,The Extra Man,7000000,453079,0.064725571
107811,21 & Over,13000000,48065672,3.697359385
239563,St. Vincent,13000000,54837234,4.218248769
19507,Neighbors,8500000,29916207,3.519553765
8696,Calendar Girls,10000000,96542059,9.6542059
208134,Bad Grandpa,15000000,151831537,10.12210247
9493,Twins,15000000,216614388,14.4409592
32316,Marci X,20000000,1675706,0.0837853
326423,Barbershop: The Next Cut,20000000,55030051,2.75150255
9718,Talladega Nights: The Ballad of Ricky Bobby,72500000,162966177,2.247809338
257211,The Intern,35000000,194564672,5.558990629
114574,Bikini Spring Break,500000,500000,1
11419,Vegas Vacation,25000000,36400360,1.4560144
2617,The Great Outdoors,24000000,43455230,1.810634583
38778,Dinner for Schmucks,69000000,86387857,1.251997928
71880,Jack and Jill,79000000,149673788,1.894604911
20200,Narco,823258,823258,1
16784,Welcome to Mooseport,30000000,14000000,0.466666667
175528,Baggage Claim,8500000,22456509,2.641942235
137093,Last Vegas,28000000,134402450,4.8000875
193893,Let's Be Cops,17000000,136621271,8.036545353
271718,Trainwreck,35000000,140795793,4.022736943
583,Life of Brian,4000000,20045115,5.01127875
323676,The Boss,29000000,78636257,2.711595069
48988,Hall Pass,36000000,83160734,2.310020389
266294,Sisters,30000000,105011053,3.500368433
109443,Anchorman 2: The Legend Continues,50000000,173649015,3.4729803
177699,Alan Partridge: Alpha Papa,4000000,9800000,2.45
262340,Mrs. Brown's Boys D'Movie,5900000,23000000,3.898305085
17047,Agent Cody Banks 2: Destination London,26000000,28818995,1.108422885
76489,The Three Stooges,30000000,54819301,1.827310033
7278,Meet the Spartans,30000000,84646831,2.821561033
232672,Blended,40000000,123494610,3.08736525
38365,Grown Ups,80000000,271430189,3.392877363
1624,Liar Liar,45000000,302710615,6.726902556
13342,Fast Times at Ridgemont High,4500000,27092880,6.02064
35169,Furry Vengeance,35000000,39340177,1.124005057
10358,Zack and Miri Make a Porno,24000000,42105111,1.754379625
274167,Daddy's Home,50000000,242786137,4.85572274
187596,Walk of Shame,15000000,59209,0.003947267
18892,Jawbreaker,3000000,3076820,1.025606667
61752,Girl 6,12000000,4939939,0.411661583
8849,Alfie,60000000,13395939,0.22326565
2295,Clerks II,5000000,26888376,5.3776752
8130,Desperately Seeking Susan,5000000,27400000,5.48
8491,Weekend at Bernie's,6500000,30218387,4.648982615
1281,Bean,18000000,251212670,13.95625944
15788,The Bellboy,900000,10000000,11.11111111
85435,A Few Best Men,12468389,29007412,2.326476339
2020,The Bachelor,51000000,36911617,0.723757196
87428,That's My Boy,70000000,58058367,0.829405243
4258,Scary Movie 5,20000000,78378744,3.9189372
1588,Bring It On,28000000,90449929,3.230354607
6877,Failure to Launch,50000000,128406887,2.56813774
10760,Sydney White,16500000,13620075,0.825459091
10030,Good Luck Chuck,25000000,59192128,2.36768512
11635,Old School,24000000,87055349,3.627306208
9614,Happy Gilmore,12000000,41205099,3.43375825
49520,The Change-Up,52000000,75450437,1.450969942
4247,Scary Movie,19000000,278019771,14.63261953
84200,"For a Good Time, Call...",850000,1243961,1.463483529
209403,Bad Words,9500000,7800000,0.821052632
10634,Friday,3500000,28215918,8.061690857
9427,The Full Monty,3500000,257850122,73.67146343
10490,Drop Dead Gorgeous,10000000,10571408,1.0571408
87818,Movie 43,6000000,32438988,5.406498
57431,The Sitter,25000000,34942188,1.39768752
16538,"I Love You, Man",41000000,91636986,2.235048439
10521,Bride Wars,30000000,114663461,3.822115367
10591,The Girl Next Door,25000000,30411183,1.21644732
146239,Delivery Man,26000000,51164106,1.967850231
296100,The Night Before,25000000,52395996,2.09583984
146304,The Best Man Holiday,17000000,71625195,4.213246765
9530,RV,50000000,87528173,1.75056346
325133,Neighbors 2: Sorority Rising,35000000,108758521,3.107386314
30690,Hot to Trot,9000000,6436211,0.715134556
19698,Porky's II: The Next Day,6500000,33759266,5.193733231
10402,Deuce Bigalow: Male Gigolo,17000000,65535067,3.855003941
37735,Easy A,8000000,74952305,9.369038125
3638,No Reservations,28000000,92601050,3.307180357
114726,Out on a Limb,11000000,1659542,0.150867455
7552,Fun with Dick and Jane,100000000,202026112,2.02026112
299641,Jimmy Vestvood: Amerikan Hero,2500000,230069,0.0920276
20770,But I'm a Cheerleader,1200000,2600000,2.166666667
34803,Death at a Funeral,21000000,49050886,2.335756476
9942,Major League,11000000,49797148,4.527013455
813,Airplane!,3500000,83453539,23.84386829
36196,Party Girl,150000,472370,3.149133333
14425,PCU,9000000,4350774,0.483419333
15373,Role Models,28000000,92380927,3.299318821
226486,Tammy,20000000,100525432,5.0262716
17927,Fired Up!,20000000,18599102,0.9299551
116741,The Internship,58000000,44000000,0.75862069
9377,Ferris Bueller's Day Off,6000000,70136369,11.68939483
11007,Cheaper by the Dozen,40000000,190212113,4.755302825
5894,Blue in the Face,2000000,1275000,0.6375
1792,Stuck on You,55000000,33828318,0.615060327
11397,Not Another Teen Movie,16000000,66468332,4.15427075
5825,National Lampoon's Christmas Vacation,27000000,71320000,2.641481481
100042,Dumb and Dumber To,40000000,169837010,4.24592525
109439,The Hangover Part III,103000000,362000072,3.514563806
26670,Noises Off...,12000000,2280148,0.190012333
34341,Men with Brooms,7500000,4245870,0.566116
47941,Under the Rainbow,20000000,2297493,0.11487465
243938,Hot Tub Time Machine 2,14000000,12314651,0.879617929
55465,A Very Harold & Kumar Christmas,19000000,35387212,1.862484842
89492,This Is 40,35000000,88058786,2.515965314
8699,Anchorman: The Legend of Ron Burgundy,26000000,90574188,3.483622615
88042,Parental Guidance,25000000,119772232,4.79088928
16996,17 Again,20000000,136267476,6.8133738
8005,Robin Hood: Men in Tights,20000000,35739755,1.78698775
10152,Dumb and Dumberer: When Harry Met Lloyd,19000000,39267515,2.066711316
356305,Why Him?,38000000,118034273,3.106165079
157360,In a World...,1000000,2963902,2.963902
10872,The Ref,11000000,11439193,1.039926636
8970,The Out-of-Towners,75000000,29000000,0.386666667
11132,Confessions of a Teenage Drama Queen,15000000,29331068,1.955404533
52449,Bad Teacher,20000000,216197492,10.8098746
295699,Everybody Wants Some!!,10000000,3400278,0.3400278
14369,Out Cold,24000000,14782676,0.615944833
50647,Wanderlust,35000000,24159934,0.690283829
4248,Scary Movie 2,45000000,141220678,3.138237289
353069,Mother's Day,25000000,48418160,1.9367264
11287,A League of Their Own,40000000,107458785,2.686469625
195589,Neighbors,18000000,268157400,14.89763333
51588,Prom,8000000,10130000,1.26625
225728,Macbeth,15000000,12601706,0.840113733
205596,The Imitation Game,14000000,233555708,16.68255057
6973,In the Valley of Elah,23000000,29541790,1.284425652
209262,Parkland,10000000,653651,0.0653651
10858,Nixon,44000000,13681765,0.310949205
72976,Lincoln,65000000,275293450,4.235283846
71688,The Iron Lady,13000000,114956699,8.842823
273895,Selma,20000000,66787908,3.3393954
10139,Milk,20000000,54586584,2.7293292
11686,Love and Death,3000000,20173742,6.724580667
11322,Public Enemies,80000000,214104620,2.67630775
9459,Woodstock,600000,34505110,57.50851667
391995,Hillary's America: The Secret History of the Democratic Party,5000000,13000000,2.6
12228,Inside Deep Throat,2000000,653621,0.3268105
2023,Hidalgo,100000000,108103450,1.0810345
9023,Spirit: Stallion of the Cimarron,80000000,122563539,1.532044238
13249,Seraphim Falls,18000000,1196307,0.0664615
264656,The Homesman,16000000,3442853,0.215178313
13909,She Wore a Yellow Ribbon,1600000,5400000,3.375
11901,High Plains Drifter,5500000,15700000,2.854545455
5176,3:10 to Yuma,55000000,70016220,1.273022182
33,Unforgiven,14000000,159157447,11.36838907
288,High Noon,730000,8000000,10.95890411
11697,The Man Who Shot Liberty Valance,3200000,8000000,2.5
4929,Hang 'em High,1800000,6800000,3.777777778
32275,Duel in the Sun,6000000,20400000,3.4
2055,Open Range,22000000,68296293,3.104376955
11577,Pat Garrett & Billy the Kid,4638783,11000000,2.371311613
59963,Dark Tide,25000000,432274,0.01729096
10756,The Haunted Mansion,90000000,182290266,2.0254474
12180,Star Wars: The Clone Wars,8500000,68282844,8.033275765
303,Notorious,2000000,24464742,12.232371
205775,In the Heart of the Sea,100000000,93820758,0.93820758
29787,Monkey Shines,7000000,5344577,0.763511
49950,The Roommate,16000000,40492759,2.530797438
18487,The Taking of Pelham 1 2 3,100000000,150166126,1.50166126
257440,Term Life,16500000,21256,0.001288242
382614,The Book of Henry,10000000,4219536,0.4219536
164457,Out of the Furnace,22000000,15400000,0.7
3594,The Number 23,30000000,77566815,2.5855605
9963,Premonition,20000000,84146832,4.2073416
4553,The Machinist,5000000,8203235,1.640647
64720,Take Shelter,5000000,3099314,0.6198628
988,The China Syndrome,5900000,51718367,8.765824915
50839,Margin Call,3500000,19504039,5.572582571
227700,Mindscape,4357373,1200000,0.27539529
245698,Pawn Sacrifice,19000000,5578519,0.293606263
109729,The Canyons,250000,56825,0.2273
5333,Apartment Zero,4000000,670774,0.1676935
288158,The Woman in Black 2: Angel of Death,1000000,26501323,26.501323
133463,Redd Inc.,500000,1000000,2
49158,Tentacles,750000,3000000,4
286372,Treehouse,3250000,3250000,1
61012,Silent Hill: Revelation 3D,20000000,52302796,2.6151398
10665,The Strangers,9000000,82391145,9.154571667
43089,Roadgames,1750000,100000,0.057142857
17692,Jaws 3-D,20500000,87987055,4.292051463
234212,Demonic,3000000,3387000,1.129
351211,Blair Witch,5000000,45172994,9.0345988
10577,Dracula 2000,28000000,33000337,1.178583464
301365,The Neon Demon,7000000,1333124,0.190446286
76487,The Devil Inside,1000000,101758490,101.75849
243940,The Lazarus Effect,3300000,64110728,19.42749333
1250,Ghost Rider,110000000,228738393,2.079439936
619,The Bodyguard,25000000,411006740,16.4402696
77866,Contraband,25000000,63100000,2.524
61791,Rise of the Planet of the Apes,93000000,482860185,5.192045
150,48 Hrs.,12000000,78868508,6.572375667
9594,Double Impact,15000000,30102717,2.0068478
156022,The Equalizer,55000000,192330738,3.496922509
8068,Desperado,7000000,25405445,3.629349286
287948,The Transporter Refueled,25000000,72629670,2.9051868
122857,Universal Soldier: Day of Reckoning,11500000,1402307,0.121939739
8870,Red Planet,80000000,33463969,0.418299613
218043,Left Behind,16000000,19682924,1.23018275
59965,Abduction,35000000,82087155,2.345347286
241254,The Prince,18000000,266586800,14.81037778
260346,Taken 3,48000000,325771424,6.786904667
20701,Tales from the Darkside: The Movie,3500000,16324573,4.664163714
12521,Shocker,5000000,16554699,3.3109398
6552,Idle Hands,25000000,4152230,0.1660892
19200,Shadows and Fog,14000000,2735731,0.195409357
25941,Harry Brown,7300000,10329747,1.415033836
322,Mystic River,25000000,156822020,6.2728808
245916,Kill the Messenger,5000000,2450846,0.4901692
13150,Pride and Glory,30000000,31148328,1.0382776
10952,New Jack City,8500000,47624253,5.602853294
98357,Broken City,56000000,19701164,0.3518065
1632,Mississippi Burning,15000000,34604000,2.306933333
2116,Out of Time,50000000,55495563,1.10991126
8848,The Bank Job,20000000,64822796,3.2411398
109091,The Counselor,25000000,71009334,2.84037336
284536,The Gambler,25000000,39171130,1.5668452
4147,Road to Perdition,80000000,181001478,2.262518475
68812,The Iceman,20000000,1969193,0.09845965
43947,I Spit on Your Grave,2000000,572809,0.2864045
11808,U.S. Marshals,60000000,102367405,1.706123417
134374,Pain & Gain,25000000,86175291,3.44701164
17532,S. Darko,4000000,4100000,1.025
65754,The Girl with the Dragon Tattoo,90000000,232617430,2.584638111
8224,8MM,40000000,96618699,2.415467475
10909,Kalifornia,9000000,2395231,0.266136778
199373,The Frozen Ground,27220000,5496951,0.201945298
157353,Transcendence,100000000,103039258,1.03039258
333371,10 Cloverfield Lane,15000000,108286421,7.219094733
97370,Under the Skin,13300000,5380251,0.40453015
869,Planet of the Apes,100000000,362211740,3.6221174
8831,Timecop,27000000,101646581,3.764688185
2787,Pitch Black,23000000,53187659,2.312506913
45612,Source Code,32000000,147332697,4.604146781
37686,Super 8,50000000,260095987,5.20191974
1090,The Thirteenth Floor,16000000,18564088,1.1602555
860,WarGames,12000000,79567667,6.630638917
242095,The Signal,4000000,600896,0.150224
22825,The Box,30000000,33333531,1.1111177
12403,A Perfect Getaway,14000000,22852638,1.632331286
402,Basic Instinct,49000000,352927224,7.202596408
1586,Secret Window,40000000,92913171,2.322829275
328425,The Gift,5000000,58978653,11.7957306
11439,The Ghost Writer,45000000,60222298,1.338273289
75638,Red Lights,14000000,13551174,0.967941
82390,The Paperboy,12500000,1353868,0.10830944
157849,A Most Wanted Man,15000000,31554855,2.103657
207932,Inferno,75000000,220021259,2.933616787
303858,Money Monster,27000000,93282604,3.454911259
152259,Phantom,10000000,1034589,0.1034589
9754,Firewall,45000000,82800000,1.84
84336,Shadow Dancer,6300000,419953,0.066659206
10155,U Turn,19000000,6682098,0.351689368
79593,The Tie That Binds,14000000,5780000,0.412857143
9320,The Avengers,60000000,48585416,0.809756933
13018,Deception,25000000,17741298,0.70965192
617,Wild Things,20000000,67200000,3.36
241251,The Boy Next Door,4000000,52425855,13.10646375
11258,Hard Rain,70000000,19870567,0.283865243
2155,Reindeer Games,42000000,32168970,0.765927857
72784,The Loft,14000000,10076790,0.719770714
67220,Hard Contract,4000000,1750000,0.4375
1427,Perfume: The Story of a Murderer,50000000,132180323,2.64360646
1725,West Side Story,6000000,43656822,7.276137
15393,Play Misty for Me,725000,10600000,14.62068966
31650,Someone to Watch Over Me,17000000,10278549,0.604620529
9303,Bound,4500000,7011317,1.558070444
48482,Thief of Hearts,9000000,10364904,1.151656
22067,Jason's Lyric,7000000,20851521,2.978788714
16161,Baby Boy,16000000,29381649,1.836353063
257,Oliver Twist,50000000,42093706,0.84187412
9785,The Invisible,30000000,26810113,0.893670433
14397,Whisper,12000000,5285197,0.440433083
8643,The Exorcism of Emily Rose,19000000,144216468,7.590340421
48309,Prison,1300000,354704,0.272849231
18476,Horsemen,20000000,1017401,0.05087005
10145,The Forgotten,42000000,117575636,2.799419905
41283,Faster,24000000,23081726,0.961738583
82682,Gangster Squad,60000000,105200903,1.753348383
85889,Filth,5000000,9114264,1.8228528
308639,Dope,700000,17986781,25.69540143
117,The Untouchables,25000000,76270454,3.05081816
60309,The Conspirator,25000000,15478800,0.619152
14554,Bad Day at Black Rock,1271000,3788000,2.980330448
9740,Hannibal,87000000,351692268,4.042439862
338766,Hell or High Water,12000000,37589296,3.132441333
994,Straw Dogs,2200000,3251794,1.478088182
73567,Killer Joe,10000000,3665069,0.3665069
38542,The Disappearance of Alice Creed,800000,867714,1.0846425
4547,Panic Room,48000000,196397415,4.091612813
242582,Nightcrawler,8500000,38697217,4.552613765
26390,Brooklyn's Finest,17000000,29536299,1.737429353
274,The Silence of the Lambs,19000000,272742922,14.35489063
50348,The Lincoln Lawyer,40000000,85412898,2.13532245
2086,Nick of Time,8169363,8175346,1.00073237
7972,Before the Devil Knows You're Dead,18000000,25005257,1.389180944
10427,Red Rock West,8000000,2000000,0.25
11478,The Skulls,15000000,35007180,2.333812
8270,The Lookout,16000000,5367030,0.335439375
13195,Flawless,20000000,6819587,0.34097935
23168,The Town,37000000,154026136,4.162868541
75780,Jack Reacher,60000000,218340595,3.639009917
70578,Trespass,36000000,9612469,0.267013028
4413,The Brave One,70000000,69766619,0.996665986
44945,Trust,9500000,120000,0.012631579
9559,A Perfect World,30000000,135130999,4.504366633
968,Dog Day Afternoon,1800000,46665856,25.92547556
11892,Murder by Numbers,50000000,56714147,1.13428294
275,Fargo,7000000,60611975,8.658853571
1645,A Time to Kill,40000000,152266007,3.806650175
331190,Captive,2000000,2801508,1.400754
819,Sleepers,44000000,165615285,3.76398375
97614,Deadfall,12000000,66351,0.00552925
